id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
780,4.65,2.02,16284,16540,257,Car,2,407.61,38.22,41.01,39.82,38.84,1.00,5.53,0
781,4.95,2.02,16305,16604,300,Car,1,405.45,33.22,36.27,33.91,41.22,1.20,29.38,0
782,16.88,2.50,16327,16733,407,Truck,1,404.90,24.78,25.04,24.94,30.15,1.20,70.86,0
783,4.24,1.92,16341,16650,310,Car,1,406.14,30.99,36.15,32.87,45.71,1.34,12.22,1
784,5.26,2.22,16359,16651,293,Car,1,398.33,33.17,35.90,34.12,14.40,0.43,11.97,0
785,4.45,2.02,16384,16681,298,Car,1,405.59,33.13,35.80,34.16,26.62,0.78,24.17,0
786,4.75,1.92,16411,16708,298,Car,1,406.70,32.67,36.27,34.24,29.12,0.87,34.25,0
787,5.56,2.22,16422,16864,443,Car,1,405.33,22.01,24.20,22.94,89.54,3.70,-1.00,0
788,4.24,1.82,16523,16811,289,Car,2,407.13,34.16,37.15,35.36,16.42,0.46,125.97,0
789,4.85,2.02,16542,16785,244,Car,2,399.47,39.40,41.99,41.12,353.83,8.83,44.34,1
790,3.74,1.82,16545,16873,329,Car,1,406.49,30.54,31.48,31.00,184.66,5.88,-1.00,0
791,3.54,1.72,16555,16864,310,Car,2,408.14,32.42,33.69,33.04,40.93,1.26,-1.00,0
792,4.14,1.82,16560,16813,254,Car,2,406.77,37.60,42.37,40.23,23.42,0.62,-1.00,0
793,4.35,1.92,16590,16841,252,Car,2,407.84,38.60,41.77,40.65,41.68,1.00,88.89,0
794,4.95,2.02,16605,16909,305,Car,1,403.60,31.86,35.44,33.21,41.91,1.31,17.23,0
795,6.06,2.43,16623,16913,291,Car,2,368.38,30.11,33.28,31.77,42.69,1.41,-1.00,0
796,8.08,2.50,16629,17044,416,Truck,1,401.63,23.92,24.46,24.21,166.82,6.90,75.15,0
797,4.75,2.02,16740,17053,314,Car,2,406.59,31.84,33.11,32.49,178.25,5.51,521.48,0
798,4.24,1.82,16753,17009,257,Car,1,404.23,39.18,39.58,39.50,152.33,3.85,19.74,0
799,4.35,1.92,16828,17103,276,Car,1,406.75,36.15,37.45,37.00,116.35,3.16,-1.00,0
800,4.85,2.32,16864,17151,288,Car,1,406.19,34.81,36.46,35.40,47.52,1.36,-1.00,0
801,10.91,2.50,16868,17253,386,Truck,1,388.10,24.88,25.38,25.21,211.50,8.35,147.86,0
802,4.35,1.92,16883,17222,340,Car,2,407.17,29.70,30.51,30.04,25.44,0.84,-1.00,0
803,4.55,1.92,16896,17183,288,Car,2,407.30,34.80,36.20,35.51,-1.00,-1.00,-1.00,1
804,4.35,1.92,16899,17193,295,Car,1,406.94,33.72,35.88,34.62,44.83,1.30,-1.00,0
805,4.35,1.82,16946,17263,318,Car,2,406.37,31.37,33.01,32.07,49.25,1.51,25.23,0
806,4.75,1.92,16970,17208,239,Car,2,404.59,41.74,42.94,42.52,59.32,1.39,8.85,0
807,4.04,1.82,16970,17256,287,Car,1,404.20,34.50,36.22,35.35,81.66,2.29,36.99,0
808,4.35,1.92,17024,17330,307,Car,2,406.97,32.80,33.69,33.27,84.65,2.53,80.89,0
809,4.55,1.92,17051,17340,290,Car,1,405.77,34.47,35.46,35.10,110.25,3.15,182.05,0
810,4.35,2.02,17075,17354,280,Car,1,405.60,35.87,36.57,36.36,16.17,0.45,9.57,0
811,4.55,2.12,17099,17385,287,Car,1,405.04,35.21,35.73,35.42,29.93,0.84,-1.00,0
812,5.36,1.92,17100,17454,355,Car,2,406.83,27.92,30.32,28.74,95.64,3.33,-1.00,0
813,16.67,2.50,17112,17526,415,Truck,1,402.63,24.04,24.53,24.32,20.47,0.83,-1.00,0
814,3.54,1.72,17125,17453,329,Car,1,400.11,27.59,32.21,30.52,34.57,1.14,-1.00,1
815,4.85,1.82,17132,17368,237,Car,2,406.64,41.72,44.47,43.10,271.47,6.43,-1.00,0
816,4.75,2.12,17154,17445,292,Car,1,407.78,33.69,36.89,35.05,14.10,0.41,4.63,0
817,5.05,1.92,17187,17500,314,Car,2,407.83,31.75,33.08,32.60,53.40,1.65,16.60,0
818,5.26,2.22,17203,17475,273,Car,2,407.03,36.93,38.19,37.43,114.69,3.10,-1.00,0
819,4.04,1.72,17226,17498,273,Car,2,406.46,36.02,38.61,37.38,29.50,0.82,44.12,0
820,16.88,2.50,17263,17675,413,Truck,1,403.64,24.25,24.73,24.50,127.24,5.21,267.91,0
821,4.14,1.92,17298,17573,276,Car,1,406.96,35.94,38.42,37.01,182.07,4.89,45.69,0
822,4.35,2.02,17306,17631,326,Car,1,406.91,29.92,31.96,31.32,23.33,0.76,4.81,1
823,4.65,2.02,17387,17644,258,Car,1,398.01,33.88,41.93,38.73,20.93,0.60,5.29,0
824,4.35,2.02,17400,17742,343,Car,2,407.65,29.35,30.56,29.81,251.25,8.56,-1.00,1
825,5.15,2.02,17413,17666,254,Car,1,398.94,34.04,42.98,39.44,25.80,0.73,17.48,0
826,4.75,1.97,17444,17779,336,Car,1,404.87,28.76,30.91,30.22,117.15,3.88,20.03,0
827,4.85,2.02,17449,17783,335,Car,2,408.49,29.81,31.40,30.59,44.47,1.47,37.47,1
828,16.67,2.50,17455,17904,450,Truck,2,406.42,21.88,23.21,22.64,29.59,1.31,-1.00,0
829,4.95,2.02,17471,17737,267,Car,2,400.26,31.68,44.36,37.65,12.35,0.34,2.60,0
830,4.24,1.92,17475,17833,359,Car,1,404.64,27.24,29.29,28.27,34.55,1.18,-1.00,0
831,3.74,1.72,17513,17816,304,Car,2,406.70,30.89,36.42,33.58,49.59,1.60,-1.00,0
832,8.59,2.50,17522,17970,449,Truck,2,406.43,21.97,23.57,22.69,50.68,2.29,343.34,0
833,4.55,2.02,17541,17844,304,Car,2,407.86,30.73,36.54,33.67,31.05,0.99,518.33,0
834,4.55,1.92,17563,17876,314,Car,2,407.55,30.18,34.34,32.57,21.70,0.72,-1.00,0
835,4.04,1.82,17618,17940,323,Car,1,405.46,29.85,33.33,31.50,124.57,4.08,34.53,1
836,16.78,2.50,17624,18040,417,Truck,1,401.45,23.92,24.34,24.13,32.22,1.33,-1.00,0
837,4.75,2.02,17673,17943,271,Car,1,395.55,35.00,38.06,36.64,57.86,1.61,15.48,0
838,12.43,2.50,17684,18133,450,Truck,2,405.89,22.03,23.19,22.60,130.60,5.90,-1.00,0
839,12.03,2.50,17718,18168,451,Truck,2,406.64,22.13,23.06,22.60,19.19,0.85,128.02,0
840,4.24,1.82,17754,18003,250,Car,2,405.90,39.96,41.65,40.78,203.33,5.09,28.49,0
841,4.65,1.92,17897,18191,295,Car,2,406.79,33.85,35.26,34.60,228.94,6.76,-1.00,0
842,4.65,1.92,17908,18194,287,Car,1,403.82,35.16,35.46,35.32,210.21,5.94,18.66,0
843,4.55,2.02,17929,18219,291,Car,1,404.69,34.70,35.06,34.90,26.49,0.75,-1.00,1
844,4.55,1.92,17939,18283,345,Car,1,404.14,29.26,29.57,29.38,10.37,0.35,-1.00,0
845,4.75,2.02,17947,18188,242,Car,1,405.21,40.35,44.07,42.06,-1.00,-1.00,-1.00,0
846,16.62,2.50,17964,18412,449,Truck,2,405.05,22.23,23.03,22.61,26.52,1.16,-1.00,0
847,5.46,2.12,17965,18216,252,Car,2,405.97,38.19,41.59,40.47,32.09,0.82,8.14,0
848,5.05,2.02,17976,18231,256,Car,1,405.08,38.61,40.53,39.73,41.33,1.07,-1.00,0
849,4.14,1.82,18001,18372,372,Car,1,404.94,26.93,27.75,27.29,68.87,2.54,-1.00,0
850,4.65,1.92,18035,18310,276,Car,1,403.52,36.31,37.53,36.71,86.02,2.29,-1.00,0
851,4.04,1.82,18044,18354,311,Car,2,399.81,32.04,32.65,32.26,127.26,3.92,-1.00,1
852,16.67,2.50,18047,18502,456,Truck,2,406.38,21.20,22.86,22.36,58.76,2.74,-1.00,0
853,4.04,1.92,18086,18365,280,Car,2,398.96,35.18,36.79,35.78,14.95,0.41,3.53,0
854,3.54,1.92,18113,18446,334,Car,1,402.44,29.46,31.24,30.22,84.72,2.87,27.13,0
855,11.93,2.50,18164,18563,400,Truck,1,386.89,24.12,24.39,24.25,17.89,0.73,-1.00,0
856,4.65,1.92,18176,18397,222,Car,2,404.14,44.42,46.66,45.74,45.95,1.02,5.61,0
857,4.75,1.92,18180,18423,244,Car,1,397.35,40.36,41.51,40.91,186.22,4.57,38.84,0
858,4.85,1.92,18194,18465,272,Car,2,406.79,37.12,37.98,37.56,60.85,1.61,4.56,1
859,3.84,1.92,18218,18480,263,Car,2,399.66,36.79,39.27,38.16,23.21,0.62,20.66,0
860,4.45,1.92,18218,18514,297,Car,1,403.49,32.56,34.80,34.09,37.87,1.09,3.64,2
861,4.65,1.92,18245,18524,280,Car,1,401.30,35.04,37.16,35.98,21.94,0.62,14.33,0
862,4.35,1.92,18298,18550,253,Car,1,401.27,39.07,41.03,39.83,37.07,0.93,12.12,0
863,4.75,2.07,18299,18594,296,Car,1,396.11,32.63,34.83,33.58,22.62,0.69,3.19,1
864,4.45,1.92,18320,18578,259,Car,1,401.57,37.65,41.09,38.95,30.97,0.76,124.39,0
865,4.55,1.92,18359,18643,285,Car,2,398.23,33.05,36.16,35.06,195.08,5.50,15.52,1
866,6.77,3.23,18381,18819,439,Truck,2,405.85,22.78,23.52,23.17,46.65,2.04,984.19,0
867,4.45,1.92,18389,18657,269,Car,1,404.34,36.23,38.48,37.74,80.44,2.17,17.66,0
868,4.85,1.92,18395,18666,272,Car,2,403.68,35.29,39.29,37.27,44.84,1.27,-1.00,0
869,4.95,1.92,18422,18689,268,Car,2,405.87,34.75,40.01,38.03,30.91,0.77,31.34,0
870,16.67,2.50,18438,18835,398,Truck,1,381.75,23.87,24.29,24.05,172.43,7.09,-1.00,0
871,4.35,1.92,18442,18718,277,Car,2,405.40,34.97,39.09,36.74,23.02,0.66,-1.00,0
872,16.67,2.50,18468,18884,417,Truck,2,386.57,22.37,23.60,23.23,43.23,1.87,2068.80,0
873,5.05,2.02,18476,18891,416,Car,2,400.10,22.71,28.15,24.11,16.82,0.63,5.17,1
874,11.57,2.50,18487,18910,424,Truck,1,401.71,23.51,24.07,23.75,34.61,1.45,354.36,0
875,4.45,1.92,18503,18789,287,Car,2,405.62,35.00,37.17,35.48,82.51,2.35,-1.00,0
876,4.55,1.82,18508,18848,341,Car,1,403.12,29.60,29.94,29.67,177.19,5.91,-1.00,0
877,4.85,1.92,18528,18865,338,Car,1,403.96,29.47,30.37,29.98,15.33,0.50,25.25,0
878,6.97,2.53,18536,18959,424,Car,1,402.43,23.32,24.34,23.79,38.61,1.63,71.82,0
879,9.30,2.50,18566,19018,453,Truck,2,403.07,21.97,22.48,22.30,70.86,3.22,-1.00,0
880,4.24,1.82,18572,18837,266,Car,2,406.42,37.12,39.93,38.36,70.74,1.81,26.40,0
881,4.65,1.92,18583,18915,333,Car,1,402.28,29.88,31.11,30.30,54.16,1.78,35.24,0
882,4.65,2.22,18630,18953,324,Car,1,396.15,30.14,31.50,30.67,49.44,1.57,34.04,0
883,19.40,2.50,18642,19084,443,Truck,2,403.80,22.40,23.33,22.84,40.60,1.75,55.71,0
884,4.95,2.32,18654,19077,424,Car,1,404.30,23.32,24.25,23.90,105.12,4.35,122.47,0
885,2.93,1.82,18691,19014,324,Car,1,396.49,29.53,31.28,30.66,63.04,2.04,169.41,0
886,3.94,1.72,18706,19000,295,Car,2,404.35,34.08,34.77,34.40,139.44,4.06,19.93,0
887,4.14,1.82,18719,19051,333,Car,1,401.93,30.00,30.62,30.27,34.85,1.16,-1.00,0
888,5.05,2.02,18729,19022,294,Car,2,405.79,34.34,35.07,34.64,24.68,0.71,38.81,0
889,5.15,2.12,18737,19069,333,Car,1,404.01,29.42,31.18,30.43,16.61,0.55,26.04,0
890,3.84,1.82,18741,19120,380,Car,1,403.85,26.14,27.53,26.65,41.59,1.59,14.53,0
891,4.55,1.92,18758,19048,291,Car,2,405.23,34.32,35.73,34.95,31.75,0.90,45.11,0
892,4.75,2.02,18761,19094,334,Car,1,404.59,28.91,31.67,30.39,21.31,0.71,26.38,0
893,16.78,2.50,18792,19224,433,Truck,2,405.21,22.85,23.86,23.45,114.70,4.87,147.47,0
894,4.55,1.92,18803,19092,290,Car,2,406.22,34.49,35.59,35.15,58.15,1.64,76.74,0
895,4.55,1.92,18822,19125,304,Car,2,405.59,31.34,34.69,33.49,21.39,0.68,-1.00,0
896,4.65,2.02,18842,19155,314,Car,1,403.50,31.64,33.30,32.24,74.72,2.33,25.87,0
897,3.84,1.82,18843,19214,372,Car,1,403.75,26.92,27.58,27.22,97.69,3.62,96.45,0
898,4.14,1.92,18907,19179,273,Car,2,405.94,36.66,37.79,37.33,77.55,2.06,25.91,0
899,16.67,2.50,18930,19360,431,Truck,1,401.39,23.15,23.55,23.35,76.53,3.24,-1.00,0
900,4.75,2.12,18961,19279,319,Car,1,402.50,31.37,31.90,31.66,148.73,4.66,599.59,0
901,16.78,2.50,18986,19423,438,Truck,1,401.79,22.80,23.28,23.00,36.16,1.57,-1.00,0
902,4.35,1.82,18999,19319,321,Car,1,404.46,31.25,32.58,31.61,44.26,1.37,63.17,0
903,5.36,2.12,19056,19380,325,Car,1,402.67,30.96,31.23,31.10,66.40,2.12,-1.00,0
904,5.26,2.12,19066,19390,325,Car,1,402.87,30.65,31.52,31.10,7.77,0.25,20.63,0
905,4.95,2.22,19098,19422,325,Car,1,404.77,30.59,32.81,31.25,36.33,1.13,37.43,0
906,16.57,2.50,19118,19528,411,Truck,1,382.02,23.08,23.43,23.30,100.26,4.31,174.62,0
907,4.45,2.12,19144,19460,317,Car,1,405.19,31.41,32.51,32.08,40.74,1.28,26.27,0
908,4.55,1.92,19150,19558,409,Car,2,405.69,24.49,25.27,24.87,328.29,13.10,199.68,0
909,5.05,2.12,19191,19593,403,Car,2,405.52,24.77,25.33,25.23,29.96,1.19,40.37,0
910,4.55,2.02,19193,19617,425,Car,1,402.05,22.13,24.78,23.71,56.31,2.39,39.33,0
911,4.55,2.02,19196,19497,302,Car,1,404.24,32.59,34.21,33.59,44.31,1.33,19.71,0
912,4.04,1.82,19221,19650,430,Car,1,403.63,22.40,24.48,23.53,23.51,1.04,14.89,0
913,4.65,1.92,19285,19581,297,Car,2,406.00,33.74,34.87,34.31,76.83,2.26,8.81,1
914,4.95,1.92,19291,19721,431,Car,1,403.02,22.70,24.10,23.44,57.73,2.54,1200.14,0
915,3.94,1.82,19410,19719,310,Car,1,403.26,32.53,32.80,32.63,284.22,8.73,2643.68,0
916,10.21,2.50,19421,19846,426,Truck,1,402.50,23.56,23.86,23.69,106.24,4.50,176.30,0
917,4.45,2.02,19464,19734,271,Car,1,401.89,33.09,41.66,37.23,14.82,0.44,4.14,0
918,3.94,1.92,19482,19852,371,Car,2,405.85,27.24,27.56,27.44,280.95,10.24,106.26,0
919,9.20,2.50,19521,19952,432,Truck,2,405.05,22.80,23.94,23.50,18.09,0.77,-1.00,0
920,5.56,2.22,19522,19881,360,Car,2,405.62,27.59,28.67,28.26,26.61,0.95,30.30,1
921,4.45,2.02,19563,19867,305,Car,2,406.20,30.88,35.17,33.43,31.66,0.97,8.07,0
922,4.75,1.92,19608,19903,296,Car,2,405.67,33.85,35.35,34.40,43.48,1.28,15.14,0
923,16.78,2.50,19619,20067,449,Truck,2,404.45,21.89,23.20,22.58,73.02,3.33,-1.00,0
924,4.04,1.92,19629,19919,291,Car,2,406.07,34.05,37.01,35.03,16.66,0.48,9.84,0
925,3.74,1.82,19708,20023,316,Car,1,400.98,31.63,32.04,31.84,7.45,0.23,31.33,0
926,4.45,1.92,19714,19952,239,Car,1,395.53,41.17,42.04,41.57,179.29,4.31,10.02,1
927,4.35,2.12,19738,20057,320,Car,1,402.84,31.35,31.90,31.58,33.85,1.06,198.56,0
928,4.04,1.82,19744,19985,242,Car,1,396.71,40.82,41.60,41.18,46.06,1.10,180.80,1
929,7.07,2.63,19747,20056,310,Car,2,403.58,32.27,33.05,32.67,17.19,0.52,6.08,1
930,4.65,2.02,19758,20003,246,Car,2,404.99,39.38,42.80,41.35,130.13,3.19,18.70,0
931,3.84,1.82,19806,20137,332,Car,1,401.13,29.46,31.06,30.31,81.63,2.63,-1.00,0
932,4.85,2.02,19812,20077,266,Car,1,401.41,37.45,38.24,37.90,106.35,2.78,-1.00,0
933,6.87,2.50,19827,20118,292,Truck,2,402.37,34.32,34.93,34.59,80.92,2.33,48.25,0
934,16.67,2.50,19855,20255,401,Truck,2,404.49,24.83,25.72,25.29,124.19,5.00,78.71,0
935,3.94,1.82,19888,20287,400,Car,2,404.98,24.54,25.87,25.39,29.38,1.13,94.78,0
936,5.05,2.22,19934,20201,268,Car,2,405.50,36.76,39.23,37.99,121.65,3.16,34.87,0
937,5.05,2.32,19992,20270,279,Car,2,404.42,35.79,37.23,36.39,79.87,2.14,-1.00,0
938,4.85,2.02,20019,20295,277,Car,2,405.47,35.72,38.43,36.76,30.44,0.83,26.66,0
939,5.05,2.12,20038,20361,324,Car,1,403.52,30.56,31.80,31.25,272.40,8.63,131.07,0
940,4.75,1.92,20067,20340,274,Car,2,404.11,36.15,37.52,37.04,61.96,1.69,50.57,0
941,4.14,1.92,20117,20409,293,Car,1,402.91,33.94,35.50,34.51,61.05,1.79,18.91,1
942,4.45,1.82,20117,20471,355,Car,2,404.61,28.09,29.11,28.58,208.34,7.30,78.22,0
943,19.10,2.50,20130,20556,427,Truck,1,402.00,23.50,23.67,23.60,12.30,0.52,-1.00,0
944,4.35,2.02,20142,20409,268,Car,1,402.55,37.48,37.87,37.71,30.37,0.80,11.96,0
945,4.55,1.92,20153,20577,425,Car,1,402.85,23.23,24.44,23.76,15.17,0.64,21.42,0
946,4.35,2.02,20173,20478,306,Car,1,395.61,31.33,32.90,32.44,42.22,1.31,-1.00,1
947,4.65,2.12,20214,20490,277,Car,1,401.27,35.03,38.63,36.37,17.02,0.48,5.23,0
948,4.55,2.12,20258,20532,275,Car,1,401.93,35.54,38.90,36.70,52.93,1.48,30.26,0
949,4.14,1.92,20300,20588,289,Car,1,394.85,34.01,35.13,34.29,19.45,0.55,2.38,1
950,4.95,2.02,20315,20574,260,Car,1,403.68,38.82,39.19,38.99,60.70,1.55,18.72,0
951,4.55,2.12,20354,20623,270,Car,1,401.77,36.32,37.63,37.36,40.62,1.10,17.03,0
952,6.37,2.53,20363,20744,382,Car,2,405.01,26.25,26.75,26.58,274.17,10.44,-1.00,0
953,4.24,1.92,20395,20666,272,Car,1,402.26,36.51,37.48,37.13,57.06,1.56,59.61,0
954,18.60,2.50,20439,20870,432,Truck,1,402.88,23.23,23.49,23.38,171.78,7.31,1278.00,0
955,4.75,2.12,20523,20847,325,Car,1,404.74,30.93,31.38,31.24,185.28,5.99,-1.00,0
956,18.39,2.50,20525,20954,430,Truck,1,403.80,23.39,23.67,23.54,59.62,2.54,170.87,0
957,4.04,2.12,20545,20863,319,Car,1,402.37,30.18,32.51,31.64,16.25,0.51,16.97,0
958,4.75,2.02,20566,20883,318,Car,1,403.76,31.55,32.47,31.86,18.58,0.57,11.13,0
959,16.57,2.50,20604,21007,404,Truck,1,382.10,23.45,23.81,23.71,54.68,2.31,169.05,0
960,4.04,1.82,20612,20919,308,Car,1,402.90,32.43,34.22,32.82,42.17,1.29,22.21,0
961,6.06,2.53,20646,20936,291,Car,1,403.19,32.03,36.01,34.78,16.87,0.51,9.07,0
962,11.82,2.50,20658,21099,442,Truck,2,404.85,22.49,23.49,22.96,299.87,13.33,-1.00,0
963,9.50,2.43,20674,21092,419,Car,1,404.61,23.20,25.12,24.21,48.36,2.02,41.03,0
964,4.65,2.02,20723,21120,398,Car,1,402.58,23.94,26.04,25.36,24.17,0.94,10.00,0
965,4.45,1.92,20725,20983,259,Car,1,394.74,35.85,39.04,38.26,70.46,1.90,13.93,0
966,4.35,1.82,20840,21170,331,Car,2,405.71,30.30,31.20,30.75,83.84,2.71,11.24,1
967,16.78,2.50,20855,21298,444,Truck,2,404.19,22.41,23.20,22.82,25.44,1.12,-1.00,0
968,16.67,2.50,20893,21306,414,Truck,1,399.72,24.05,24.36,24.21,149.55,6.14,-1.00,0
969,7.58,2.50,20920,21368,449,Truck,2,403.52,22.15,22.87,22.53,49.93,2.25,-1.00,0
970,4.60,1.92,20938,21362,425,Car,1,404.57,23.61,24.38,23.86,42.34,1.73,446.08,0
971,4.55,1.92,20967,21265,299,Car,2,405.18,33.44,34.44,34.01,-1.00,-1.00,-1.00,0
972,4.95,2.02,20975,21301,327,Car,2,405.74,30.45,31.50,31.12,9.21,0.30,4.23,1
973,3.94,1.82,21001,21430,430,Car,1,403.25,23.23,23.86,23.51,56.61,2.43,1443.72,0
974,4.65,2.22,21004,21263,260,Car,1,402.38,38.27,39.10,38.86,-1.00,-1.00,-1.00,0
975,4.65,1.82,21014,21329,316,Car,2,404.15,31.69,32.73,32.09,32.60,1.01,20.41,0
976,4.35,1.92,21037,21299,263,Car,1,403.44,37.83,38.89,38.52,48.63,1.28,241.43,0
977,4.45,1.82,21040,21419,380,Car,1,404.74,25.37,29.61,26.71,4.00,0.14,0.84,1
978,4.45,1.92,21054,21366,313,Car,2,404.77,31.98,32.72,32.45,43.55,1.33,62.11,0
979,8.79,2.50,21067,21500,434,Truck,2,403.78,22.83,23.55,23.32,115.32,4.91,188.24,0
980,4.90,2.12,21084,21478,395,Car,1,403.38,24.74,26.37,25.60,39.10,1.53,18.08,0
981,5.46,2.63,21087,21379,293,Car,1,403.70,34.39,34.72,34.59,70.76,2.05,-1.00,0
982,4.04,1.82,21114,21420,307,Car,2,404.65,32.71,33.35,33.08,68.24,2.05,82.21,0
983,4.65,1.92,21122,21504,383,Car,1,402.16,25.95,27.09,26.35,21.94,0.83,15.34,0
984,7.07,2.50,21159,21459,301,Truck,2,402.81,32.79,34.17,33.59,46.02,1.37,50.03,0
985,3.94,1.82,21185,21500,316,Car,1,403.84,31.58,33.08,32.10,52.10,1.62,9.96,1
986,4.50,2.02,21191,21498,308,Car,2,406.36,31.50,34.18,33.10,38.61,1.22,128.96,0
987,5.96,2.22,21229,21535,307,Car,2,405.58,32.39,33.96,33.15,37.30,1.13,21.29,0
988,4.35,1.92,21247,21542,296,Car,2,397.38,32.37,35.40,33.68,12.17,0.37,6.46,1
989,4.75,2.02,21281,21565,285,Car,2,404.14,33.01,38.09,35.60,18.67,0.56,10.00,0
990,3.64,1.72,21302,21636,335,Car,1,404.11,29.99,30.60,30.26,155.49,5.18,38.10,0
991,3.74,1.82,21310,21585,276,Car,2,404.62,34.04,38.68,36.80,23.42,0.68,13.54,0
992,4.65,2.02,21339,21605,267,Car,2,398.75,36.13,38.11,37.49,92.94,2.48,18.50,0
993,16.57,2.50,21407,21816,410,Truck,1,399.43,24.31,24.49,24.42,107.92,4.41,-1.00,0
994,6.06,2.43,21431,21842,412,Car,1,403.08,24.35,24.75,24.53,18.77,0.77,63.92,0
995,12.33,2.50,21434,21891,458,Truck,2,404.11,21.38,22.47,22.11,130.72,6.11,-1.00,0
996,4.35,1.92,21456,21869,414,Car,1,402.16,24.11,24.67,24.35,18.26,0.74,87.46,0
997,11.93,2.50,21488,21943,456,Truck,2,403.60,21.31,22.62,22.18,34.38,1.55,85.48,0
998,5.05,2.02,21500,21779,280,Car,2,404.10,35.24,38.19,36.23,278.36,7.88,217.93,0
999,4.55,1.82,21530,21753,224,Car,1,401.01,42.66,46.33,44.99,-1.00,-1.00,-1.00,0
1000,4.85,2.02,21549,21784,236,Car,1,403.11,41.19,44.58,42.92,29.23,0.71,-1.00,0
1001,11.93,2.50,21565,22031,467,Truck,2,403.67,20.79,22.52,21.66,54.27,2.61,-1.00,0
1002,4.75,2.02,21598,21934,337,Car,1,396.19,29.23,29.67,29.49,78.83,2.69,17.00,0
1003,5.26,2.12,21605,21914,310,Car,2,405.38,31.20,33.62,32.82,144.97,4.64,-1.00,0
1004,16.78,2.50,21616,22084,469,Truck,2,403.50,20.65,22.80,21.56,24.71,1.19,-1.00,0
1005,4.04,1.92,21620,21905,286,Car,1,403.65,35.08,35.74,35.43,115.40,3.25,-1.00,0
1006,12.23,2.50,21651,22125,475,Truck,2,403.84,20.68,22.26,21.31,17.75,0.85,-1.00,0
1007,4.55,2.02,21652,21928,277,Car,1,403.37,35.71,37.74,36.56,27.79,0.77,19.08,0
1008,4.85,2.02,21676,22147,472,Car,2,405.46,21.09,22.27,21.53,14.47,0.65,28.44,0
1009,4.75,2.12,21678,22088,411,Car,1,402.86,24.34,24.75,24.58,89.24,3.60,-1.00,0
1010,4.14,1.82,21706,21983,278,Car,1,404.16,36.39,36.55,36.49,75.38,2.06,97.93,0
1011,4.65,1.82,21710,22105,396,Car,1,397.10,24.70,25.59,25.14,19.92,0.78,18.61,0
1012,4.04,1.92,21734,22099,366,Car,1,404.04,25.17,31.66,27.69,11.25,0.40,5.11,1
1013,4.55,2.12,21738,22009,272,Car,1,404.52,37.17,37.57,37.34,34.42,0.92,37.89,0
1014,4.35,1.92,21739,22036,298,Car,2,403.69,33.00,34.75,33.99,159.02,4.66,86.38,0
1015,8.89,2.50,21747,22216,470,Truck,2,403.30,20.70,21.92,21.51,49.58,2.32,145.88,0
1016,4.24,1.92,21758,22050,293,Car,2,397.58,33.45,34.60,34.05,20.27,0.60,36.31,0
1017,5.05,2.02,21772,22063,292,Car,2,396.43,33.41,34.33,34.08,14.19,0.42,20.06,0
1018,4.75,2.12,21778,22053,276,Car,1,403.23,36.37,37.21,36.67,54.23,1.46,-1.00,0
1019,4.85,2.22,21903,22257,355,Car,1,402.81,27.91,28.78,28.46,158.67,5.58,50.48,0
1020,4.65,1.92,21919,22233,315,Car,1,404.73,32.17,32.31,32.24,167.60,5.20,39.35,0
1021,3.64,1.77,21933,22277,345,Car,2,404.36,28.05,31.28,29.39,64.43,2.28,10.17,1
1022,12.03,2.50,21957,22380,424,Truck,2,403.18,23.38,24.10,23.83,17.48,0.74,-1.00,0
1023,4.04,1.82,22021,22442,422,Car,1,397.95,23.34,24.26,23.64,12.42,0.53,-1.00,0
1024,18.19,2.50,22051,22485,435,Truck,2,404.23,22.52,24.11,23.29,70.94,3.15,-1.00,0
1025,4.55,1.92,22064,22368,305,Car,2,404.85,32.47,33.67,33.31,-1.00,-1.00,-1.00,0
1026,7.07,2.53,22067,22381,315,Car,1,403.55,31.00,33.19,32.15,23.22,0.74,3.12,1
1027,4.24,1.92,22087,22417,331,Car,2,404.60,29.30,32.29,30.67,25.28,0.86,-1.00,0
1028,9.50,2.50,22087,22515,429,Truck,2,401.92,22.92,24.46,23.49,20.79,0.89,44.34,0
1029,5.15,2.22,22103,22422,320,Car,1,394.80,29.82,31.63,30.95,22.20,0.70,2.72,2
1030,4.75,2.02,22107,22395,289,Car,1,403.69,32.47,39.98,35.05,13.44,0.40,4.98,0
1031,4.55,2.12,22131,22460,330,Car,1,395.83,29.59,31.28,30.08,19.58,0.65,3.02,1
1032,4.24,1.82,22142,22456,315,Car,2,404.08,31.76,32.48,32.18,45.60,1.41,23.53,0
1033,3.44,1.82,22234,22531,298,Car,2,358.55,29.21,31.51,30.20,60.79,2.06,12.04,0
1034,3.64,1.72,22238,22531,294,Car,1,352.59,29.06,30.66,30.10,120.73,3.99,22.47,0
1035,4.75,1.92,22248,22518,271,Car,2,403.85,36.73,37.72,37.42,89.01,2.36,14.93,0
1036,4.65,2.12,22253,22539,287,Car,1,388.03,33.72,34.10,33.93,110.75,3.27,28.79,0
1037,4.65,2.22,22284,22539,256,Car,1,343.01,33.16,34.39,33.66,37.83,1.10,66.90,0
1038,4.24,2.12,22287,22531,245,Car,2,360.50,36.05,37.40,36.96,54.75,1.52,-1.00,0
